price;lagged_price_24h;lagged_price_25h;lagged_price_26h;lagged_price_27h;lagged_price_7d;lagged_price_24h_mean_24h;lagged_price_24h_mean_7d
31.17;6.2;-0.02;0.0;0.32;0.0;12.677916666665704;42.00107142857135
33.1;8.64;6.2;-0.02;0.0;0.0;12.224166666665704;42.04630952380945
34.68;11.0;8.64;6.2;-0.02;0.01;11.927916666665704;42.1097023809523
35.43;13.0;11.0;8.64;6.2;3.42;11.749166666665703;42.187083333333256
36.94;14.33;13.0;11.0;8.64;6.45;11.62958333333237;42.27238095238087
37.95;20.46;14.33;13.0;11.0;14.18;11.72083333333237;42.394166666666585
36.45;23.0;20.46;14.33;13.0;15.32;11.892083333332371;42.51553571428563
37.89;25.97;23.0;20.46;14.33;21.37;12.11583333333237;42.58464285714278
39.93;36.39;25.97;23.0;20.46;35.97;12.770416666665703;42.71386904761897
42.09;37.25;36.39;25.97;23.0;45.47;13.487499999999036;42.86154761904755
41.43;58.2;37.25;36.39;25.97;47.98;15.127499999999037;43.17821428571421
43.1;54.61;58.2;37.25;36.39;42.91;16.70124999999904;43.47398809523802
43.72;34.71;54.61;58.2;37.25;30.09;17.51958333333237;43.64107142857135
47.93;30.97;34.71;54.61;58.2;30.45;18.25499999999904;43.80470238095231
49.35;29.95;30.97;34.71;54.61;31.04;19.034166666665705;43.98184523809517
50.64;40.01;29.95;30.97;34.71;33.9;20.316666666665704;44.2199404761904
59.19;77.05;40.01;29.95;30.97;51.7;23.062083333332367;44.66428571428565
63.07;87.26;77.05;40.01;29.95;56.58;26.183333333332367;45.14797619047612
63.93;91.49;87.26;77.05;40.01;72.83;29.589583333332367;45.66059523809517
60.42;85.1;91.49;87.26;77.05;49.55;32.86458333333237;46.15535714285708
51.1;30.04;85.1;91.49;87.26;38.6;33.99708333333236;46.334166666666604
48.07;26.39;30.04;85.1;91.49;41.87;35.08333333333236;46.491785714285655
57.34;26.78;26.39;30.04;85.1;40.54;36.1991666666657;46.652083333333266
44.85;25.95;26.78;26.39;30.04;36.58;37.28124999999903;46.812380952380884
51.57;31.17;25.95;26.78;26.39;33.35;38.32166666666569;46.9979166666666
51.97;33.1;31.17;25.95;26.78;33.51;39.34083333333236;47.19494047619041
52.51;34.68;33.1;31.17;25.95;31.74;40.32749999999903;47.40130952380946
53.49;35.43;34.68;33.1;31.17;31.27;41.262083333332356;47.591845238095175
53.71;36.94;35.43;34.68;33.1;30.88;42.204166666665685;47.77333333333327
54.21;37.95;36.94;35.43;34.68;30.51;42.93291666666568;47.91482142857136
54.66;36.45;37.95;36.94;35.43;30.72;43.49333333333235;48.04059523809517
55.51;37.89;36.45;37.95;36.94;30.87;43.98999999999902;48.13892857142851
54.77;39.93;37.89;36.45;37.95;33.76;44.13749999999902;48.16249999999994
53.99;42.09;39.93;37.89;36.45;35.08;44.33916666666568;48.14238095238089
52.01;41.43;42.09;39.93;37.89;35.2;43.640416666665686;48.103392857142794
49.46;43.1;41.43;42.09;39.93;34.17;43.160833333332356;48.104523809523755
