price;lagged_price_24h;lagged_price_25h;lagged_price_26h;lagged_price_27h;lagged_price_7d;lagged_price_24h_mean_24h;lagged_price_24h_mean_7d
38.45;20.6;24.08;31.12;36.1;36.79;39.434166666665654;52.571309523809404
38.82;18.38;20.6;24.08;31.12;37.3;38.63208333333232;52.47678571428558
38.81;12.13;18.38;20.6;24.08;36.91;37.65583333333232;52.3570833333332
39.6;9.99;12.13;18.38;20.6;37.91;36.60791666666565;52.244404761904626
41.73;12.01;9.99;12.13;18.38;38.03;35.51749999999898;52.12589285714272
43.52;12.77;12.01;9.99;12.13;38.11;34.354166666665655;51.982023809523675
44.29;21.49;12.77;12.01;9.99;41.95;33.43208333333232;51.858035714285585
45.67;22.39;21.49;12.77;12.01;43.48;32.31499999999898;51.705297619047485
44.1;15.94;22.39;21.49;12.77;37.72;30.751249999998986;51.483333333333206
41.83;13.28;15.94;22.39;21.49;23.93;28.99083333333232;51.235178571428456
36.04;16.88;13.28;15.94;22.39;11.6;27.77083333333232;51.03041666666654
25.08;18.83;16.88;13.28;15.94;10.4;26.97583333333232;50.852023809523686
25.74;13.0;18.83;16.88;13.28;10.35;26.14624999999899;50.640119047618924
12.75;9.86;13.0;18.83;16.88;14.52;25.294999999998993;50.39964285714274
16.26;13.44;9.86;13.0;18.83;23.96;24.627083333332326;50.189464285714166
35.04;26.19;13.44;9.86;13.0;29.28;24.690416666665666;50.048869047618936
51.29;39.7;26.19;13.44;9.86;38.37;24.886666666665665;49.96720238095227
56.66;42.32;39.7;26.19;13.44;48.29;24.802916666665666;49.87369047619036
57.49;41.95;42.32;39.7;26.19;54.89;23.897499999999003;49.76916666666656
54.73;41.88;41.95;42.32;39.7;58.64;23.052083333332337;49.662916666666554
51.81;41.98;41.88;41.95;42.32;51.81;23.179583333332342;49.591190476190356
49.4;39.91;41.98;41.88;41.95;46.97;23.33833333333234;49.52732142857131
45.74;37.02;39.91;41.98;41.88;40.28;23.58416666666567;49.45315476190465
42.09;35.48;37.02;39.91;41.98;31.22;24.05916666666567;49.387083333333216
42.09;38.45;35.48;37.02;39.91;36.26;24.80291666666567;49.39696428571417
42.02;38.82;38.45;35.48;37.02;33.87;25.65458333333234;49.40601190476179
42.1;38.81;38.82;38.45;35.48;33.37;26.76624999999901;49.41732142857131
42.1;39.6;38.81;38.82;38.45;33.54;27.99999999999901;49.42738095238084
43.82;41.73;39.6;38.81;38.82;35.16;29.238333333332346;49.449404761904646
46.19;43.52;41.73;39.6;38.81;36.34;30.519583333332346;49.48160714285702
44.57;44.29;43.52;41.73;39.6;33.17;31.46958333333234;49.495535714285595
48.92;45.67;44.29;43.52;41.73;37.23;32.439583333332344;49.508571428571315
50.04;44.1;45.67;44.29;43.52;41.92;33.612916666665676;49.54654761904751
49.31;41.83;44.1;45.67;44.29;45.09;34.80249999999901;49.653095238095126
42.04;36.04;41.83;44.1;45.67;46.25;35.60083333333234;49.79857142857132
35.37;25.08;36.04;41.83;44.1;48.23;35.86124999999901;49.885952380952276
35.46;25.74;25.08;36.04;41.83;49.63;36.392083333332344;49.97755952380941
33.1;12.75;25.74;25.08;36.04;49.24;36.51249999999901;49.967023809523695
30.68;16.26;12.75;25.74;25.08;49.53;36.62999999999901;49.92119047619037
32.6;35.04;16.26;12.75;25.74;51.23;36.998749999999;49.955476190476084
41.07;51.29;35.04;16.26;12.75;54.9;37.48166666666567;50.03238095238085
52.66;56.66;51.29;35.04;16.26;59.4;38.079166666665664;50.08220238095227
57.62;57.49;56.66;51.29;35.04;75.0;38.72666666666566;50.09767857142846
58.05;54.73;57.49;56.66;51.29;74.9;39.26208333333233;50.07440476190465
50.83;51.81;54.73;57.49;56.66;66.9;39.67166666666566;50.07440476190465
50.09;49.4;51.81;54.73;57.49;64.77;40.06708333333233;50.08886904761894
46.28;45.74;49.4;51.81;54.73;64.27;40.43041666666566;50.121369047618934
43.98;42.09;45.74;49.4;51.81;62.2;40.70583333333233;50.186071428571324
40.41;42.09;42.09;45.74;49.4;62.51;40.85749999999899;50.2207738095237
40.39;42.02;42.09;42.09;45.74;62.29;40.990833333332326;50.2692857142856
40.01;42.1;42.02;42.09;42.09;61.97;41.127916666665655;50.321249999999885
37.49;42.1;42.1;42.02;42.09;63.95;41.23208333333232;50.37220238095227
36.49;43.82;42.1;42.1;42.02;66.96;41.31916666666566;50.423749999999885
36.49;46.19;43.82;42.1;42.1;77.14;41.43041666666566;50.48238095238084
40.01;44.57;46.19;43.82;42.1;88.43;41.44208333333233;50.55023809523798
52.08;48.92;44.57;46.19;43.82;113.87;41.577499999999;50.61982142857131
49.3;50.04;48.92;44.57;46.19;99.68;41.824999999998994;50.66815476190465
40.87;49.31;50.04;48.92;44.57;77.43;42.13666666666566;50.693273809523696
37.49;42.04;49.31;50.04;48.92;70.05;42.38666666666566;50.66821428571418
30.39;35.37;42.04;49.31;50.04;63.66;42.81541666666566;50.59166666666657
18.04;35.46;35.37;42.04;49.31;61.85;43.22041666666566;50.50732142857133
20.05;33.1;35.46;35.37;42.04;63.22;44.068333333332326;50.4112499999999
10.03;30.68;33.1;35.46;35.37;64.52;44.66916666666566;50.29904761904752
4.47;32.6;30.68;33.1;35.46;73.97;44.567499999998994;50.18815476190467
4.12;41.07;32.6;30.68;33.1;81.05;44.14166666666566;50.10583333333324
13.15;52.66;41.07;32.6;30.68;111.88;43.97499999999899;50.06571428571419
33.91;57.62;52.66;41.07;32.6;172.15;43.980416666665654;49.96226190476182
36.54;58.05;57.62;52.66;41.07;149.75;44.11874999999898;49.861964285714194
32.14;50.83;58.05;57.62;52.66;100.27;44.07791666666565;49.76630952380943
28.09;50.09;50.83;58.05;57.62;82.39;44.10666666666565;49.67892857142848
4.16;46.28;50.09;50.83;58.05;79.56;44.12916666666565;49.57184523809515
0.33;43.98;46.28;50.09;50.83;74.74;44.207916666665646;49.463392857142765
5.54;40.41;43.98;46.28;50.09;77.99;44.13791666666564;49.33184523809514
1.28;40.39;40.41;43.98;46.28;70.15;44.06999999999898;49.20148809523799
0.6;40.01;40.39;40.41;43.98;67.26;43.98291666666565;49.07077380952371
0.84;37.49;40.01;40.39;40.41;66.35;43.79083333333231;48.913273809523716
1.51;36.49;37.49;40.01;40.39;68.39;43.485416666665635;48.731904761904666
7.01;36.49;36.49;37.49;40.01;70.84;43.08124999999897;48.48994047619038
